wdpaid,lc_2000,lc_2010,areakm2
124383,Wetland,Ocean (2010),0.7974
124383,Wetland,Grassland (2010),0.0153
124383,Wetland,Shrubland (2010),1.6065
124383,Wetland,Wetland (2010),14.1984
124383,Wetland,Water (2010),2.1204
124383,Water,Forest (2010),0.027
124383,Water,Ocean (2010),0.1701
124383,Water,Shrubland (2010),0.0531
124383,Water,Wetland (2010),0.6345
124383,Water,Water (2010),10.7793
124383,Bare land,Forest (2010),0.0036
124383,Bare land,Ocean (2010),0.0396
124383,Bare land,Shrubland (2010),0.0099
124383,Bare land,Wetland (2010),0.0405
124384,Cultivated land,Cultivated land (2010),12.8178
124384,Cultivated land,Forest (2010),0.1053
124384,Cultivated land,Grassland (2010),0.6048
124384,Cultivated land,Shrubland (2010),0.0009
124384,Cultivated land,Wetland (2010),0.0027
124384,Cultivated land,Water (2010),0.0189
124384,Cultivated land,Artificial land (2010),0.0684
124384,Forest,Cultivated land (2010),0.153
124384,Forest,Forest (2010),219.8277
124384,Forest,Grassland (2010),1.2123
124384,Forest,Shrubland (2010),0.7587
124384,Forest,Water (2010),0.0414
124384,Forest,Artificial land (2010),0.0009
124384,Grassland,Cultivated land (2010),0.4023
124384,Grassland,Grassland (2010),15.9516
124384,Grassland,Water (2010),0.0549
124384,Grassland,Artificial land (2010),0.1098
124384,Shrubland,Cultivated land (2010),0.0126
124384,Shrubland,Shrubland (2010),0.7389
124384,Shrubland,Water (2010),0.009
124384,Shrubland,Artificial land (2010),0.0009
124384,Water,Cultivated land (2010),0.0297
124384,Water,Forest (2010),0.0315
124384,Water,Grassland (2010),0.1215
124384,Water,Shrubland (2010),0.1242
124384,Water,Wetland (2010),0.2259
124384,Water,Water (2010),1.5129
124384,Water,Artificial land (2010),0.0252
124384,Artificial land,Cultivated land (2010),0.1431
124384,Artificial land,Forest (2010),0.0081
124384,Artificial land,Grassland (2010),0.0729
124384,Artificial land,Shrubland (2010),0.0018
124384,Artificial land,Water (2010),0.009
124384,Artificial land,Artificial land (2010),0.8307
124385,Cultivated land,Cultivated land (2010),1.0701
124385,Cultivated land,Forest (2010),0.0009
124385,Cultivated land,Grassland (2010),0.0522
124385,Cultivated land,Shrubland (2010),0.0117
124385,Forest,Forest (2010),0.5247
124385,Forest,Grassland (2010),0.3807
124385,Forest,Shrubland (2010),3.6738
124385,Forest,Water (2010),0.3573
124385,Grassland,Cultivated land (2010),0.0099
124385,Grassland,Forest (2010),4.8069
124385,Grassland,Grassland (2010),2183.4108
124385,Grassland,Wetland (2010),0.2493
124385,Grassland,Water (2010),0.3303
124385,Grassland,Bare land (2010),0.009
124385,Wetland,Cultivated land (2010),0.0054
124385,Wetland,Forest (2010),0.0009
124385,Wetland,Grassland (2010),0.1314
124385,Wetland,Shrubland (2010),0.1638
124385,Wetland,Wetland (2010),4.0266
124385,Wetland,Water (2010),0.3087
124385,Wetland,Bare land (2010),0.0063
124385,Water,Cultivated land (2010),0.0081
124385,Water,Forest (2010),0.657
124385,Water,Grassland (2010),0.6768
124385,Water,Shrubland (2010),2.7297
124385,Water,Wetland (2010),0.387
124385,Water,Water (2010),5.589
124385,Water,Bare land (2010),0.0612
124385,Bare land,Cultivated land (2010),0.0009
124385,Bare land,Grassland (2010),0.2484
124385,Bare land,Shrubland (2010),0.2214
124386,No data,Forest (2010),1.1286
124386,No data,Grassland (2010),1.9314
124386,No data,Water (2010),1.431
124386,No data,Artificial land (2010),0.0063
124386,Cultivated land,Cultivated land (2010),521.3475
124386,Cultivated land,Forest (2010),3.2247
124386,Cultivated land,Grassland (2010),0.2889
124386,Cultivated land,Water (2010),0.0621
124386,Cultivated land,Artificial land (2010),0.0027
124386,Forest,No data (2010),0.0567
124386,Forest,Cultivated land (2010),3.8952
124386,Forest,Forest (2010),33842.4939
124386,Forest,Grassland (2010),1338.0975
124386,Forest,Wetland (2010),5.733
124386,Forest,Water (2010),24.6132
124386,Forest,Artificial land (2010),3.4443
124386,Forest,Bare land (2010),0.0279
124386,Grassland,No data (2010),0.0144
124386,Grassland,Cultivated land (2010),1.0791
124386,Grassland,Forest (2010),1339.5213
124386,Grassland,Grassland (2010),15620.6961
124386,Grassland,Wetland (2010),3.3237
124386,Grassland,Water (2010),13.491
124386,Grassland,Artificial land (2010),4.6413
124386,Grassland,Bare land (2010),0.477
124386,Wetland,Cultivated land (2010),0.0801
124386,Wetland,Forest (2010),8.5086
124386,Wetland,Grassland (2010),1.2249
124386,Wetland,Wetland (2010),534.0915
124386,Wetland,Water (2010),4.4658
124386,Wetland,Artificial land (2010),0.1494
124386,Water,No data (2010),0.216
124386,Water,Cultivated land (2010),0.4527
124386,Water,Forest (2010),44.991
124386,Water,Grassland (2010),25.8957
124386,Water,Wetland (2010),7.209
124386,Water,Water (2010),32551.7805
124386,Water,Artificial land (2010),0.621
124386,Water,Bare land (2010),0.0027
124386,Artificial land,Cultivated land (2010),0.0594
124386,Artificial land,Forest (2010),7.0911
124386,Artificial land,Grassland (2010),1.5228
124386,Artificial land,Wetland (2010),0.1404
124386,Artificial land,Water (2010),0.1953
124386,Artificial land,Artificial land (2010),136.2762
124386,Bare land,Forest (2010),0.0207
124386,Bare land,Grassland (2010),0.4734
124386,Bare land,Wetland (2010),0.0945
124386,Bare land,Water (2010),0.0009
124386,Bare land,Artificial land (2010),0.09
124386,Bare land,Bare land (2010),0.99
124387,No data,Permanent ice or snow (2010),0.0126
124387,No data,Forest (2010),1.8045
124387,No data,Ocean (2010),1.1952
124387,No data,Grassland (2010),0.1566
124387,No data,Shrubland (2010),0.2448
124387,No data,Wetland (2010),0.0216
124387,No data,Bare land (2010),0.2907
124387,Permanent ice or snow,Permanent ice or snow (2010),292.1355
124387,Permanent ice or snow,Forest (2010),0.0675
124387,Permanent ice or snow,Grassland (2010),0.0369
124387,Permanent ice or snow,Shrubland (2010),0.009
124387,Permanent ice or snow,Bare land (2010),2.8134
124387,Forest,Permanent ice or snow (2010),0.0648
124387,Forest,Forest (2010),21692.0718
124387,Forest,Ocean (2010),9.09
124387,Forest,Grassland (2010),591.9327
124387,Forest,Shrubland (2010),419.6574
124387,Forest,Wetland (2010),74.6541
124387,Forest,Water (2010),9.1314
124387,Forest,Artificial land (2010),0.756
124387,Forest,Bare land (2010),110.1942
124387,Ocean,Permanent ice or snow (2010),0.0018
124387,Ocean,Forest (2010),1.8441
124387,Ocean,Ocean (2010),1805.9877
124387,Ocean,Grassland (2010),0.099
124387,Ocean,Shrubland (2010),0.1089
124387,Ocean,Wetland (2010),7.218
124387,Ocean,Water (2010),2.4039
124387,Ocean,Bare land (2010),0.7083
124387,Grassland,Permanent ice or snow (2010),0.0072
124387,Grassland,Forest (2010),613.7892
124387,Grassland,Ocean (2010),1.539
124387,Grassland,Grassland (2010),4836.3363
124387,Grassland,Shrubland (2010),432.3969
124387,Grassland,Wetland (2010),48.6648
124387,Grassland,Water (2010),0.3699
124387,Grassland,Artificial land (2010),0.1125
124387,Grassland,Bare land (2010),201.4506
124387,Shrubland,Permanent ice or snow (2010),0.0081
124387,Shrubland,Forest (2010),398.1717
124387,Shrubland,Ocean (2010),1.3716
124387,Shrubland,Grassland (2010),442.1601
124387,Shrubland,Shrubland (2010),1716.8904
124387,Shrubland,Wetland (2010),19.3725
124387,Shrubland,Water (2010),0.648
124387,Shrubland,Artificial land (2010),0.6111
124387,Shrubland,Bare land (2010),274.158
124387,Wetland,Forest (2010),0.6183
124387,Wetland,Ocean (2010),1.0224
124387,Wetland,Grassland (2010),0.1071
124387,Wetland,Shrubland (2010),0.0747
124387,Wetland,Wetland (2010),722.7891
124387,Wetland,Water (2010),1.7352
124387,Wetland,Bare land (2010),0.2763
124387,Water,Forest (2010),3.3417
124387,Water,Ocean (2010),1.7019
124387,Water,Grassland (2010),0.5274
124387,Water,Shrubland (2010),0.3528
124387,Water,Wetland (2010),8.9316
124387,Water,Water (2010),473.724
124387,Water,Artificial land (2010),0.0189
124387,Water,Bare land (2010),0.5022
124387,Artificial land,Forest (2010),0.7155
124387,Artificial land,Ocean (2010),0.0045
124387,Artificial land,Grassland (2010),0.0459
124387,Artificial land,Shrubland (2010),0.4878
124387,Artificial land,Artificial land (2010),2.4291
124387,Artificial land,Bare land (2010),0.0882
124387,Bare land,Permanent ice or snow (2010),3.9393
124387,Bare land,Forest (2010),107.6319
124387,Bare land,Ocean (2010),2.4192
124387,Bare land,Grassland (2010),210.6774
124387,Bare land,Shrubland (2010),269.4303
124387,Bare land,Wetland (2010),6.0183
124387,Bare land,Water (2010),2.6289
124387,Bare land,Artificial land (2010),0.0909
124387,Bare land,Bare land (2010),4241.0799
124388,Permanent ice or snow,Permanent ice or snow (2010),295.6365
124388,Permanent ice or snow,Forest (2010),2.2527
124388,Permanent ice or snow,Water (2010),0.1836
124388,Permanent ice or snow,Tundra (2010),23.7771
124388,Forest,Permanent ice or snow (2010),0.018
124388,Forest,Forest (2010),1887.9903
124388,Forest,Wetland (2010),28.4328
124388,Forest,Water (2010),11.1105
124388,Forest,Tundra (2010),0.0594
124388,Forest,Bare land (2010),0.0279
124388,Shrubland,Forest (2010),0.0126
124388,Shrubland,Shrubland (2010),6.0651
124388,Shrubland,Wetland (2010),0.2745
124388,Shrubland,Water (2010),0.0198
124388,Wetland,Permanent ice or snow (2010),0.2583
124388,Wetland,Forest (2010),30.0411
124388,Wetland,Shrubland (2010),0.7812
124388,Wetland,Wetland (2010),847.3194
124388,Wetland,Water (2010),19.1817
124388,Wetland,Tundra (2010),4.3974
124388,Water,Permanent ice or snow (2010),1.8918
124388,Water,Forest (2010),16.5474
124388,Water,Shrubland (2010),0.1179
124388,Water,Wetland (2010),18.2655
124388,Water,Water (2010),620.2809
124388,Water,Tundra (2010),41.6907
124388,Water,Bare land (2010),0.0639
124388,Tundra,Permanent ice or snow (2010),284.4189
124388,Tundra,Forest (2010),292.2147
124388,Tundra,Shrubland (2010),47.7018
124388,Tundra,Wetland (2010),5.0328
124388,Tundra,Water (2010),39.5244
124388,Tundra,Tundra (2010),4801.9464
124388,Tundra,Bare land (2010),2.4768
124389,Cultivated land,Cultivated land (2010),0.2943
124389,Cultivated land,Forest (2010),4.3605
124389,Cultivated land,Grassland (2010),0.063
124389,Cultivated land,Water (2010),0.0027
124389,Cultivated land,Artificial land (2010),0.9927
124389,Forest,Cultivated land (2010),1.5786
124389,Forest,Forest (2010),13810.5621
124389,Forest,Grassland (2010),2.3418
124389,Forest,Water (2010),10.7586
124389,Forest,Artificial land (2010),6.3954
124389,Grassland,Cultivated land (2010),0.0279
124389,Grassland,Forest (2010),49.1796
124389,Grassland,Grassland (2010),3.6
124389,Grassland,Water (2010),0.0828
124389,Grassland,Artificial land (2010),1.8981
124389,Water,Forest (2010),21.9033
124389,Water,Grassland (2010),0.0513
124389,Water,Water (2010),28.8657
124389,Artificial land,Forest (2010),0.3285
124389,Artificial land,Grassland (2010),0.0495
124389,Artificial land,Artificial land (2010),1.0566
145579,No data,Ocean (2010),0.4518
145579,Forest,Forest (2010),111.0753
145579,Forest,Ocean (2010),0.4797
145579,Forest,Shrubland (2010),1.7298
145579,Forest,Wetland (2010),0.378
145579,Forest,Water (2010),0.0405
145579,Forest,Bare land (2010),0.1926
145579,Ocean,Forest (2010),0.801
145579,Ocean,Ocean (2010),4076.9352
145579,Ocean,Shrubland (2010),0.108
145579,Ocean,Wetland (2010),0.1422
145579,Shrubland,Forest (2010),1.7109
145579,Shrubland,Ocean (2010),0.1152
145579,Shrubland,Shrubland (2010),16.9308
145579,Shrubland,Wetland (2010),0.063
145579,Shrubland,Water (2010),0.0189
145579,Shrubland,Bare land (2010),0.0135
145579,Wetland,Forest (2010),0.189
145579,Wetland,Ocean (2010),0.3816
145579,Wetland,Shrubland (2010),0.0171
145579,Wetland,Wetland (2010),1.7847
145579,Water,Forest (2010),0.0198
145579,Water,Shrubland (2010),0.0504
145579,Water,Water (2010),0.6831
145579,Water,Bare land (2010),0.0009
145579,Bare land,Forest (2010),0.1485
145579,Bare land,Shrubland (2010),0.0333
145579,Bare land,Bare land (2010),3.5838
145580,Ocean,Ocean (2010),291.3318
145580,Wetland,Wetland (2010),835.182
145580,Water,Water (2010),535.8393
145580,Bare land,Bare land (2010),0.0009
145583,Forest,Forest (2010),46.233
145583,Forest,Shrubland (2010),0.5967
145583,Grassland,Forest (2010),10.6434
145583,Grassland,Grassland (2010),9.2727
145583,Grassland,Shrubland (2010),0.2349
145585,Cultivated land,Cultivated land (2010),29.709
145585,Cultivated land,Forest (2010),1.7154
145585,Cultivated land,Grassland (2010),2.5362
145585,Cultivated land,Shrubland (2010),0.3213
145585,Permanent ice or snow,Permanent ice or snow (2010),0.2079
145585,Permanent ice or snow,Forest (2010),0.0252
145585,Permanent ice or snow,Grassland (2010),0.2313
145585,Permanent ice or snow,Water (2010),0.1251
145585,Forest,Cultivated land (2010),0.0972
145585,Forest,Permanent ice or snow (2010),0.0171
145585,Forest,Forest (2010),1562.4981
145585,Forest,Grassland (2010),32.0445
145585,Forest,Shrubland (2010),35.4132
145585,Forest,Water (2010),0.054
145585,Grassland,Cultivated land (2010),0.1431
145585,Grassland,Permanent ice or snow (2010),0.0945
145585,Grassland,Forest (2010),26.496
145585,Grassland,Grassland (2010),242.0352
145585,Grassland,Shrubland (2010),1.8135
145585,Grassland,Water (2010),0.0351
145585,Shrubland,Cultivated land (2010),0.0252
145585,Shrubland,Forest (2010),9.7938
145585,Shrubland,Grassland (2010),23.8104
145585,Shrubland,Shrubland (2010),7.7454
145585,Shrubland,Water (2010),0.0009
145585,Water,Forest (2010),0.1323
145585,Water,Grassland (2010),0.6552
145585,Water,Shrubland (2010),0.0018
145585,Water,Water (2010),0.0774
145586,Forest,Forest (2010),0.0036
145586,Forest,Grassland (2010),2.2491
145586,Forest,Shrubland (2010),0.0351
145586,Forest,Water (2010),0.0342
145586,Grassland,Forest (2010),1.107
145586,Grassland,Grassland (2010),499.0077
145586,Grassland,Shrubland (2010),3.3975
145586,Grassland,Water (2010),0.3537
145586,Grassland,Bare land (2010),0.027
145586,Shrubland,Forest (2010),0.2565
145586,Shrubland,Grassland (2010),168.2208
145586,Shrubland,Shrubland (2010),673.1865
145586,Shrubland,Water (2010),0.018
145586,Shrubland,Bare land (2010),3.366
145586,Water,Forest (2010),0.1728
145586,Water,Grassland (2010),9.4761
145586,Water,Shrubland (2010),8.0658
145586,Water,Wetland (2010),2.8971
145586,Water,Water (2010),58.9032
145586,Water,Bare land (2010),0.4032
145586,Bare land,Forest (2010),0.0009
145586,Bare land,Grassland (2010),7.7526
145586,Bare land,Shrubland (2010),87.3639
145586,Bare land,Water (2010),0.0504
145586,Bare land,Bare land (2010),10.962
145590,Cultivated land,No data (2010),0.0333
145590,Cultivated land,Cultivated land (2010),1.3986
145590,Cultivated land,Forest (2010),0.1638
145590,Cultivated land,Shrubland (2010),0.0225
145590,Cultivated land,Bare land (2010),0.0018
145590,Permanent ice or snow,No data (2010),0.0144
145590,Permanent ice or snow,Permanent ice or snow (2010),0.7614
145590,Permanent ice or snow,Forest (2010),0.0126
145590,Permanent ice or snow,Grassland (2010),0.0261
145590,Permanent ice or snow,Shrubland (2010),0.0018
145590,Permanent ice or snow,Bare land (2010),8.5662
145590,Forest,No data (2010),0.0603
145590,Forest,Cultivated land (2010),0.162
145590,Forest,Forest (2010),40.5702
145590,Forest,Grassland (2010),0.5877
145590,Forest,Shrubland (2010),0.6903
145590,Forest,Bare land (2010),0.1386
145590,Grassland,No data (2010),0.0342
145590,Grassland,Forest (2010),0.558
145590,Grassland,Grassland (2010),68.9517
145590,Grassland,Shrubland (2010),0.4698
145590,Grassland,Water (2010),0.0171
145590,Grassland,Bare land (2010),1.8747
145590,Shrubland,No data (2010),0.018
145590,Shrubland,Forest (2010),0.3654
145590,Shrubland,Grassland (2010),0.324
145590,Shrubland,Shrubland (2010),16.5861
145590,Shrubland,Water (2010),0.0117
145590,Shrubland,Bare land (2010),0.2628
145590,Water,Grassland (2010),0.0018
145590,Water,Shrubland (2010),0.0009
145590,Water,Water (2010),0.1116
145590,Water,Bare land (2010),0.0036
145590,Bare land,No data (2010),0.2403
145590,Bare land,Cultivated land (2010),0.0009
145590,Bare land,Permanent ice or snow (2010),0.0342
145590,Bare land,Forest (2010),0.4788
145590,Bare land,Grassland (2010),2.6577
145590,Bare land,Shrubland (2010),0.1269
145590,Bare land,Water (2010),0.063
145590,Bare land,Bare land (2010),119.8647
168239,Forest,Forest (2010),433.3608
168239,Forest,Ocean (2010),9.6552
168239,Forest,Grassland (2010),6.6141
168239,Forest,Shrubland (2010),0.2025
168239,Ocean,Forest (2010),9.8892
168239,Ocean,Ocean (2010),7238.5677
168239,Ocean,Grassland (2010),0.1197
168239,Grassland,Forest (2010),6.534
168239,Grassland,Ocean (2010),0.2043
168239,Grassland,Grassland (2010),36.9711
168239,Grassland,Shrubland (2010),0.0495
168239,Shrubland,Forest (2010),0.2367
168239,Shrubland,Grassland (2010),0.0162
168239,Shrubland,Shrubland (2010),2.016
168241,Cultivated land,Cultivated land (2010),2.1024
168241,Permanent ice or snow,Permanent ice or snow (2010),757.4553
168241,Permanent ice or snow,Water (2010),1.4094
168241,Forest,Forest (2010),3721.41
168241,Forest,Grassland (2010),111.1446
168241,Grassland,Forest (2010),267.0966
168241,Grassland,Grassland (2010),11606.2443
168241,Shrubland,Shrubland (2010),41.2884
168241,Wetland,Wetland (2010),18.4698
168241,Wetland,Water (2010),0.0261
168241,Water,Permanent ice or snow (2010),0.6327
168241,Water,Wetland (2010),0.036
168241,Water,Water (2010),430.758
168241,Water,Artificial land (2010),0.0009
168241,Artificial land,Grassland (2010),0.7092
168241,Artificial land,Artificial land (2010),3.015
168241,Bare land,Forest (2010),2.7054
168241,Bare land,Grassland (2010),278.2521
168241,Bare land,Bare land (2010),53.4078
168242,Forest,Forest (2010),197.9703
168242,Forest,Ocean (2010),1.341
168242,Forest,Water (2010),1.1925
168242,Ocean,Forest (2010),1.7802
168242,Ocean,Ocean (2010),468.5742
168242,Ocean,Water (2010),0.0009
168242,Water,Forest (2010),1.9368
168242,Water,Ocean (2010),0.0198
168242,Water,Water (2010),150.1308
198291,No data,Water (2010),0.0009
198291,Ocean,Ocean (2010),39.5613
198291,Ocean,Grassland (2010),0.4374
198291,Ocean,Shrubland (2010),0.1098
198291,Ocean,Bare land (2010),0.6894
198291,Grassland,Ocean (2010),0.5625
198291,Grassland,Grassland (2010),1514.9925
198291,Grassland,Shrubland (2010),100.3023
198291,Grassland,Wetland (2010),1.278
198291,Grassland,Water (2010),0.2439
198291,Grassland,Artificial land (2010),2.0376
198291,Grassland,Bare land (2010),7.8993
198291,Shrubland,Ocean (2010),3.2553
198291,Shrubland,Grassland (2010),100.4715
198291,Shrubland,Shrubland (2010),1989.0468
198291,Shrubland,Wetland (2010),0.6444
198291,Shrubland,Water (2010),0.1314
198291,Shrubland,Artificial land (2010),1.6911
198291,Shrubland,Bare land (2010),2.1798
198291,Wetland,Ocean (2010),0.0027
198291,Wetland,Grassland (2010),0.4797
198291,Wetland,Shrubland (2010),0.7083
198291,Wetland,Wetland (2010),6.2766
198291,Wetland,Water (2010),0.018
198291,Wetland,Bare land (2010),0.3357
198291,Water,No data (2010),0.0306
198291,Water,Ocean (2010),0.2754
198291,Water,Grassland (2010),0.7056
198291,Water,Shrubland (2010),0.2052
198291,Water,Wetland (2010),0.5346
198291,Water,Water (2010),7.9164
198291,Water,Bare land (2010),0.8118
198291,Artificial land,Ocean (2010),0.0009
198291,Artificial land,Grassland (2010),1.3536
198291,Artificial land,Shrubland (2010),1.9332
198291,Artificial land,Artificial land (2010),8.0037
198291,Artificial land,Bare land (2010),0.0297
198291,Bare land,Ocean (2010),1.0755
198291,Bare land,Grassland (2010),6.9732
198291,Bare land,Shrubland (2010),1.5966
198291,Bare land,Wetland (2010),1.3212
198291,Bare land,Water (2010),0.0963
198291,Bare land,Artificial land (2010),0.0819
198291,Bare land,Bare land (2010),40.0572
198292,Cultivated land,Cultivated land (2010),37.4679
198292,Cultivated land,Forest (2010),7.0452
198292,Cultivated land,Grassland (2010),9.7488
198292,Cultivated land,Shrubland (2010),5.9454
198292,Cultivated land,Wetland (2010),0.0045
198292,Cultivated land,Water (2010),0.063
198292,Cultivated land,Bare land (2010),0.0108
198292,Forest,Cultivated land (2010),5.3091
198292,Forest,Forest (2010),927.3213
198292,Forest,Grassland (2010),22.0887
198292,Forest,Shrubland (2010),26.7435
198292,Forest,Wetland (2010),0.6795
198292,Forest,Water (2010),0.2601
198292,Forest,Artificial land (2010),0.1494
198292,Forest,Bare land (2010),0.0297
198292,Ocean,No data (2010),0.0054
198292,Ocean,Forest (2010),0.0036
198292,Ocean,Ocean (2010),2.547
198292,Ocean,Grassland (2010),0.1395
198292,Ocean,Wetland (2010),0.0036
198292,Grassland,No data (2010),0.5427
198292,Grassland,Cultivated land (2010),1.8675
198292,Grassland,Forest (2010),17.4825
198292,Grassland,Ocean (2010),0.1647
198292,Grassland,Grassland (2010),194.0679
198292,Grassland,Shrubland (2010),4.1706
198292,Grassland,Wetland (2010),0.5625
198292,Grassland,Water (2010),0.2241
198292,Grassland,Artificial land (2010),0.36
198292,Grassland,Bare land (2010),0.7389
198292,Shrubland,Cultivated land (2010),6.4008
198292,Shrubland,Forest (2010),0.6435
198292,Shrubland,Ocean (2010),0.0009
198292,Shrubland,Grassland (2010),15.1497
198292,Shrubland,Shrubland (2010),33.4431
198292,Shrubland,Wetland (2010),0.0603
198292,Shrubland,Water (2010),0.0234
198292,Shrubland,Bare land (2010),0.009
198292,Wetland,Cultivated land (2010),0.2925
198292,Wetland,Forest (2010),0.3951
198292,Wetland,Ocean (2010),0.0432
198292,Wetland,Grassland (2010),0.6957
198292,Wetland,Shrubland (2010),0.3267
198292,Wetland,Wetland (2010),25.758
198292,Wetland,Water (2010),0.432
198292,Water,Cultivated land (2010),0.0702
198292,Water,Forest (2010),0.0099
198292,Water,Ocean (2010),0.0216
198292,Water,Grassland (2010),0.1845
198292,Water,Shrubland (2010),0.2304
198292,Water,Wetland (2010),0.0981
198292,Water,Water (2010),1.4598
198292,Artificial land,Forest (2010),0.0081
198292,Artificial land,Ocean (2010),0.0018
198292,Artificial land,Grassland (2010),0.2772
198292,Artificial land,Shrubland (2010),0.0036
198292,Artificial land,Artificial land (2010),0.819
198292,Bare land,Grassland (2010),0.0072
198292,Bare land,Bare land (2010),0.0036
198293,No data,Forest (2010),0.1701
198293,Cultivated land,Cultivated land (2010),2.7297
198293,Cultivated land,Forest (2010),0.0423
198293,Cultivated land,Grassland (2010),0.0342
198293,Cultivated land,Shrubland (2010),0.0054
198293,Forest,No data (2010),0.5877
198293,Forest,Cultivated land (2010),0.0729
198293,Forest,Forest (2010),3996.2187
198293,Forest,Ocean (2010),0.0432
198293,Forest,Grassland (2010),36.2376
198293,Forest,Shrubland (2010),6.0534
198293,Forest,Wetland (2010),3.3984
198293,Forest,Water (2010),0.4905
198293,Forest,Artificial land (2010),0.3573
198293,Forest,Bare land (2010),1.7064
198293,Ocean,Forest (2010),0.2925
198293,Ocean,Ocean (2010),21.6504
198293,Ocean,Grassland (2010),0.0126
198293,Ocean,Shrubland (2010),0.0738
198293,Ocean,Wetland (2010),0.2943
198293,Ocean,Water (2010),0.135
198293,Ocean,Artificial land (2010),0.0009
198293,Ocean,Bare land (2010),1.3824
198293,Grassland,No data (2010),0.0225
198293,Grassland,Cultivated land (2010),0.0189
198293,Grassland,Forest (2010),140.8806
198293,Grassland,Ocean (2010),0.0513
198293,Grassland,Grassland (2010),66.969
198293,Grassland,Shrubland (2010),1.926
198293,Grassland,Wetland (2010),0.0063
198293,Grassland,Water (2010),0.1503
198293,Grassland,Artificial land (2010),0.4275
198293,Grassland,Bare land (2010),3.8133
198293,Shrubland,Cultivated land (2010),0.0018
198293,Shrubland,Forest (2010),35.5356
198293,Shrubland,Ocean (2010),0.0144
198293,Shrubland,Grassland (2010),2.6361
198293,Shrubland,Shrubland (2010),32.3892
198293,Shrubland,Wetland (2010),4.7376
198293,Shrubland,Water (2010),0.2052
198293,Shrubland,Artificial land (2010),0.0666
198293,Shrubland,Bare land (2010),0.1161
198293,Wetland,Forest (2010),4.2318
198293,Wetland,Ocean (2010),1.5309
198293,Wetland,Grassland (2010),0.09
198293,Wetland,Shrubland (2010),11.6721
198293,Wetland,Wetland (2010),86.6871
198293,Wetland,Water (2010),3.5271
198293,Wetland,Artificial land (2010),0.0018
198293,Wetland,Bare land (2010),0.045
198293,Water,Forest (2010),2.7018
198293,Water,Ocean (2010),2.1357
198293,Water,Grassland (2010),0.0972
198293,Water,Shrubland (2010),0.6615
198293,Water,Wetland (2010),3.2931
198293,Water,Water (2010),20.385
198293,Water,Artificial land (2010),0.0279
198293,Water,Bare land (2010),0.09
198293,Artificial land,Forest (2010),0.3303
198293,Artificial land,Grassland (2010),0.0963
198293,Artificial land,Shrubland (2010),0.1116
198293,Artificial land,Wetland (2010),0.0009
198293,Artificial land,Water (2010),0.0009
198293,Artificial land,Artificial land (2010),1.7433
198293,Artificial land,Bare land (2010),0.0126
198293,Bare land,Forest (2010),0.1584
198293,Bare land,Ocean (2010),0.0621
198293,Bare land,Grassland (2010),0.135
198293,Bare land,Artificial land (2010),0.0009
198293,Bare land,Bare land (2010),2.9646
198294,Cultivated land,Cultivated land (2010),0.0045
198294,Forest,Cultivated land (2010),0.0009
198294,Forest,Forest (2010),0.0504
198294,Forest,Shrubland (2010),0.0351
198294,Forest,Bare land (2010),0.0027
198294,Ocean,Cultivated land (2010),0.0162
198294,Ocean,Ocean (2010),0.2313
198294,Shrubland,Cultivated land (2010),0.0729
198294,Shrubland,Forest (2010),0.0891
198294,Shrubland,Shrubland (2010),0.1314
198294,Shrubland,Artificial land (2010),0.0108
198294,Shrubland,Bare land (2010),0.0792
198294,Artificial land,Forest (2010),0.0027
198294,Artificial land,Artificial land (2010),0.009
198295,Cultivated land,Cultivated land (2010),66.7485
198295,Forest,Forest (2010),864.8199
198295,Grassland,Grassland (2010),21.465
198295,Water,Water (2010),2.6325
198295,Artificial land,Artificial land (2010),3.9699
198296,Cultivated land,Cultivated land (2010),2.0772
198296,Cultivated land,Forest (2010),0.0954
198296,Cultivated land,Grassland (2010),0.0585
198296,Forest,Cultivated land (2010),0.0594
198296,Forest,Forest (2010),515.9817
198296,Forest,Ocean (2010),0.0459
198296,Forest,Grassland (2010),36.8469
198296,Forest,Shrubland (2010),3.1716
198296,Forest,Wetland (2010),0.5247
198296,Ocean,No data (2010),0.0036
198296,Ocean,Forest (2010),0.7506
198296,Ocean,Ocean (2010),504.378
198296,Ocean,Grassland (2010),0.0774
198296,Ocean,Shrubland (2010),1.1421
198296,Ocean,Wetland (2010),0.6633
198296,Ocean,Water (2010),0.0027
198296,Grassland,Cultivated land (2010),0.0927
198296,Grassland,Forest (2010),90.3681
198296,Grassland,Ocean (2010),0.0261
198296,Grassland,Grassland (2010),194.3433
198296,Grassland,Shrubland (2010),8.1792
198296,Grassland,Wetland (2010),0.0036
198296,Grassland,Water (2010),0.0108
198296,Shrubland,No data (2010),0.0036
198296,Shrubland,Forest (2010),28.7757
198296,Shrubland,Ocean (2010),0.3906
198296,Shrubland,Grassland (2010),63.5301
198296,Shrubland,Shrubland (2010),45.0477
198296,Shrubland,Wetland (2010),0.2781
198296,Wetland,Forest (2010),4.9131
198296,Wetland,Ocean (2010),0.0054
198296,Wetland,Grassland (2010),0.09
198296,Wetland,Shrubland (2010),0.09
198296,Wetland,Wetland (2010),2.0664
198296,Wetland,Water (2010),0.0279
198296,Water,Forest (2010),0.0927
198296,Water,Ocean (2010),0.0081
198296,Water,Grassland (2010),0.0828
198296,Water,Wetland (2010),0.0009
198296,Water,Water (2010),0.0702
